diggCount,followerCount,followingCount,heartCount,videoCount,downloadSetting,duetSetting,openFavorite,stitchSetting,verified,signatureLength,nicknameLength,nicknameNumSpecialCharacters,uniqueIdNumDigits,uniqueIdLength,fake
-0.20956842241814894,-0.10190091095621485,-0.2191091042233852,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,-0.45911957520796004,0,3,-0.22390893756858923,1
-0.1562837137089398,-0.10186830397985122,4.087095708881914,-0.10436433705220129,-0.2124389374217504,0,0,1,0,0,-0.44715242025982493,-1.1548301662375142,0,3,2.369393596669659,1
-0.053657016847895,-0.10162719605603567,0.036537506919973116,-0.10431024558047454,0.6410143971969912,0,0,0,0,0,-0.44715242025982493,-0.9229266358943296,2,0,2.69355641344944,0
-0.08943140778759254,-0.10180906031857083,-0.10294767447309358,-0.10435292590273419,-0.09693397484177035,0,0,0,0,0,-0.44715242025982493,0.004687485478409442,0,0,-0.8722345711281513,0
2.1108965691501416,0.40327759608590424,-0.4532612775783037,0.15796093805323558,2.097660314177851,3,1,0,0,1,0.32929050287299055,0.4684945461647789,0,0,-0.5480717543483703,0
-0.2063794572614498,-0.10190091095621485,-0.20081596568003218,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,-0.45911957520796004,0,0,0.10025387921119178,1
-0.20753908095479495,-0.1018108973313237,-0.4020404896569153,-0.10435258487987656,-0.10655938839010203,0,0,0,0,0,-0.44715242025982493,1.3961086675375178,0,0,1.0727423295505347,0
-0.1947832203279984,-0.10190091095621485,-0.24380484125691176,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,-0.45911957520796004,0,3,0.4244166959909728,1
-0.203712322766756,-0.10190091095621485,-0.2191091042233852,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,-0.45911957520796004,0,0,0.10025387921119178,1
-0.21153978269683568,-0.10189907394346197,-0.13084471075170692,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,-0.45911957520796004,0,3,0.10025387921119178,1
-0.04722110534982948,-0.1017787496081483,-0.3553929863713651,-0.10436231714758297,-0.18677116795953264,0,0,0,0,0,-0.44715242025982493,0.2365910158215942,0,1,-0.5480717543483703,0
-0.22574517294031363,-0.10190045170302663,-0.4189616428095168,-0.10436433705220129,-0.18035422559397818,0,0,0,0,0,-0.44715242025982493,1.3961086675375178,3,3,1.0727423295505347,1
-0.20608955133811352,-0.1018995331966502,-0.1427352508048864,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,-0.45911957520796004,0,0,0.10025387921119178,1
-0.1250318551732883,-0.10157116716707282,-0.18755344023610127,-0.10421788085110992,1.09340883396858,0,0,0,0,0,-0.44715242025982493,-0.2272160448647753,0,3,1.0727423295505347,0
2.4123987294198774,-0.1017925272037949,-0.41576034356443003,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,1.1642051371943332,3,3,0.4244166959909728,0
8.57579865954929,-0.10161066294125974,0.40331493471420093,-0.10424156882345194,-0.2124389374217504,0,0,0,0,0,0.6689842817435974,1.1642051371943332,2,2,0.7485795127707539,0
-0.20603157015344625,-0.10190045170302663,-0.18892542562685272,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,-0.45911957520796004,0,3,0.10025387921119178,1
-0.20226279315007456,-0.10190045170302663,-0.23237162966731612,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,-0.45911957520796004,0,0,-0.22390893756858923,1
2.8298632590241275,-0.09973736918650992,-0.23420094352165144,-0.07856464624558157,0.1886199604254026,0,0,0,0,0,1.7365933010512185,0.4684945461647789,0,3,0.4244166959909728,0
-0.12236472067859448,-0.10180079376118287,-0.14456456465922168,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,1.1642051371943332,1,1,0.7485795127707539,0
-0.20168298130340198,-0.1018995331966502,-0.22322506039563964,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,-0.45911957520796004,0,0,0.10025387921119178,1
-0.2191932990729136,-0.10176910529119568,-0.2497501112835015,-0.10435743789746602,-0.1578949273145376,0,0,0,0,0,-0.44715242025982493,2.0918192585670723,0,2,1.721067963110097,0
-0.20058133879472412,-0.10190045170302663,-0.21499314805113076,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,-0.45911957520796004,0,3,0.4244166959909728,1
-0.20266866144274537,-0.10189999244983841,-0.2410608704754088,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,-0.45911957520796004,0,3,0.10025387921119178,1
-0.22574517294031363,-0.10185957816927504,-0.13907662309621577,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,3.6777006088832573,-1.3867336965806991,0,0,-2.8172114718068375,0
0.09825368698031821,-0.10163913663892939,0.363984686845992,-0.10436431081967378,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,-1.8505407572670685,0,1,-1.5205602046877134,0
-0.18689777921325146,-0.10163270709429431,-0.1559977762488173,-0.10436218598494543,-0.19960505269064152,0,0,0,0,0,-0.44715242025982493,-1.1548301662375142,0,3,-1.1963973879079324,0
-0.168517743673731,-0.10157254492663748,-0.06544674045921992,-0.10389477480976256,-0.11297633075565647,0,0,0,0,0,0.6204565990477964,1.3961086675375178,0,2,1.396905146330316,0
-0.2234839067382906,13.078665590960892,-0.46835311687656994,5.039834307765416,2.6719766558949742,0,0,0,0,1,3.3865345127084514,1.3961086675375178,0,0,-0.22390893756858923,0
-0.20945246004881443,-0.10189999244983841,-0.20081596568003218,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,-0.45911957520796004,0,3,0.4244166959909728,1
-0.20997429071081974,-0.10189907394346197,-0.1537111339308982,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,-0.45911957520796004,0,0,0.10025387921119178,1
-0.2255132482016446,-0.10179160869741846,-0.47704235768466263,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,-0.2272160448647753,0,3,-1.5205602046877134,0
-0.22191841475227467,-0.10182926745885251,-0.34761840249044007,-0.10436320905351833,-0.18035422559397818,0,0,0,0,0,1.29984415678901,0.004687485478409442,1,0,-0.8722345711281513,0
0.35128357686822753,-0.10178885317828915,-0.0668187258499714,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,-1.1548301662375142,0,0,-0.8722345711281513,0
-0.2222663018602782,-0.10146783519972329,-0.46835311687656994,-0.10436223845000044,-0.20602199505619598,0,0,0,0,0,-0.44715242025982493,1.1642051371943332,2,2,0.7485795127707539,0
-0.20632147607678256,-0.1018995331966502,-0.12993005382453926,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,-0.45911957520796004,0,0,0.10025387921119178,1
-0.20069730116405862,-0.10189999244983841,-0.2264263596407264,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,-0.45911957520796004,0,3,0.4244166959909728,1
-0.21159776388150292,-0.10190045170302663,-0.21819444729621754,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,-0.45911957520796004,0,0,0.10025387921119178,1
-0.17147478409176112,-0.10170756536397418,-0.21087719187887635,-0.10436024477790964,-0.16752034086286927,0,0,0,0,0,-0.44715242025982493,0.7003980765079637,0,1,0.10025387921119178,0
0.16696139081101768,-0.10173236503613807,-0.3553929863713651,-0.10435927417439175,-0.18035422559397818,0,0,0,0,0,-0.44715242025982493,1.1642051371943332,0,1,0.7485795127707539,0
-0.20487194646010112,-0.10190045170302663,-0.2447194981840794,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,-0.45911957520796004,0,3,0.10025387921119178,1
-0.22574517294031363,-0.10189999244983841,-0.23968888508465733,-0.10436433705220129,-0.17714575441120095,0,0,0,0,0,-0.44715242025982493,0.7003980765079637,0,0,0.10025387921119178,1
-0.07835700151614645,-0.07232500563483987,-0.46881044534015376,-0.09238131848538493,-0.0006798393584536232,0,0,0,0,1,1.396899522180612,1.3961086675375178,0,0,-2.4930486550270565,0
-0.21988907328892068,-0.10187657053723918,-0.46103586145922876,-0.10436425835461875,-0.2092304662389732,0,0,0,0,0,-0.44715242025982493,0.9323016068511485,3,3,0.4244166959909728,0
-0.2017989436727365,-0.10190091095621485,-0.24334751279332795,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,-0.45911957520796004,0,0,-0.22390893756858923,1
-0.17994003705318062,-0.10185452638420461,-0.3768874241598049,-0.10435190283416129,-0.08089161892788423,0,0,0,0,0,-0.1559863240850191,0.004687485478409442,2,2,-0.8722345711281513,0
-0.22574517294031363,-0.10144211702118296,-0.024287178736675644,-0.10435468348207741,-0.08730856129343867,0,0,0,0,0,3.1924237819252475,0.004687485478409442,2,0,-0.8722345711281513,0
-0.22545526701697735,-0.1016804694258692,-0.027945806445346246,-0.10436331398362837,-0.18997963914230984,0,0,0,0,0,0.5719289163519954,0.2365910158215942,0,3,-1.1963973879079324,0
-0.20806091161680026,-0.1015867817754723,0.06306255780783498,-0.10434361335546796,-0.1835626967767554,0,0,0,0,0,-0.44715242025982493,0.4684945461647789,2,2,0.4244166959909728,0
-0.20092922590272766,-0.10190045170302663,-0.19121206794477186,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,-0.45911957520796004,0,3,0.10025387921119178,1
-0.2013930753800657,-0.10189999244983841,-0.16011373242107174,-0.10436433705220129,-0.2124389374217504,0,0,0,0,0,-0.44715242025982493,-0.45911957520796004,0,3,0.4244166959909728,1
